77,77,70,73,71,60,6,10,24,50,17,68,76,55,60,67
74,85,72,72,72,66,16,13,70,69,60,73,74,66,68,72
81,73,70,78,64,52,13,14,65,65,64,70,75,65,70,71
74,74,65,63,63,54,16,10,65,59,64,65,72,70,60,68
69,68,62,54,60,33,15,8,50,55,54,60,74,68,55,60
62,54,54,32,55,57,10,8,10,28,18,48,60,82,43,60
55,58,64,78,58,51,14,12,51,70,44,68,66,78,75,67
71,32,49,36,34,29,14,10,72,45,69,48,78,77,39,70
54,48,44,37,30,31,13,9,58,40,61,43,62,60,30,62
32,30,58,45,38,29,9,14,82,71,70,69,32,74,54,71
43,57,72,67,65,68,12,16,59,68,53,74,40,83,73,73
50,44,32,28,20,15,6,10,51,30,50,36,55,88,32,57
82,83,70,65,67,61,9,14,44,60,41,63,92,60,65,68
86,64,60,62,73,33,6,12,57,53,61,57,80,64,44,66
74,79,72,59,68,63,6,12,37,58,40,66,72,59,65,67
76,70,58,62,59,47,15,6,63,58,59,64,78,57,60,63
61,45,65,54,47,53,9,15,69,60,76,67,60,84,48,73
61,63,62,62,60,43,14,8,54,62,42,64,62,58,55,60
76,80,57,37,61,52,9,11,41,37,43,46,70,45,53,55
87,77,73,76,71,51,9,7,75,69,72,69,82,60,64,75
73,61,68,66,65,59,14,9,53,58,46,64,76,64,64,67
60,73,67,55,63,56,11,6,72,63,66,63,68,69,62,66
78,62,56,50,62,49,8,8,36,42,36,49,72,36,55,57
69,56,55,53,52,21,13,10,68,54,65,61,67,82,41,70
74,72,66,49,59,52,10,15,64,61,55,70,78,76,62,66
83,71,64,65,57,26,14,8,57,54,59,56,83,64,44,64
75,80,65,55,64,46,14,10,55,63-3,48,65-3,77,65,59,63
59,76,82,65,77,56,7,6,69,80,62,82,51,68,82,78
68,63,42,24,35,21,10,10,54,26,62,56,70,63,31,59
77,67,65,51,59,24,7,12,67,60,64,59,79,79,43,70
78,68,44,29,43,25,7,6,64,36,59,42,79,78,30,62
77,78,68,43,71,61,12,10,26,33,23,49,75,56,56,65
69,76,80,73,75,70,15,15,55,68,28,78,68,65,74,76
50,74,64,58,55,55,6,6,66,62,50,66,66,63,54,63
62,52,50,38,40,14,8,11,57,44,62,50,65,83,36,62
85,73,58,44,65,65,12,14,18,45,11,55,77,76,49,65
55,57,54,44,51,30,12,14,64,62,62,58,55,59,49,59
78,80,67,67,68,57,8,15,36,67,45,73,75,59,71,70
70,60,53,57,56,46,14,7,42,58,38,59,73,49,50,56
64,62,62,61,51,46,14,8,64,64,53,66,59,72,54,63
64,78,65,58,64,56,14,8,23,52,30,55,72,44,55,61
60,61,67,48,57,69,15,15,25,26,26,59,63,65,52,64
53,53,53,39,50,45,13,7,42,52,40,54,54,55,47,51
56,41,55,21,40,21,8,6,65,67,67,60,61,72,33,66
68,52,51,54,62,27,9,10,58,27,48,55,70,63,33,61
74,82,59,65,68,54,14,12,35,52,32,61,73,52,60,63
78,65,62,45,64,58,13,14,14,47,20,52,77,71,54,61
81,75,66,62,66,41,9,10,69,38,60,54,84,56,32,67
61,60,72,59,63,54,13,12,76,75,75,76,63,77,69,77
69,79,70,74,68,51,11,13,66,65,64,68,58,66,76,68
80,75,68,56,72,67,6,13,28,64,38,67,79,63,64,69
65,67,62,52,61,51,10,15,55,71,58,64,68,69,66,63
68,66,65,62,58,54,10,10,75,58,61,55,75,88,52,69
58,55,54,43,45,33,13,9,53,51,55,54,45,65,44,55
77,77,57,47,55,42,16,10,58,54,56,61,75,60,57,61
36,42,54,46,38,36,12,11,72,63,69,60,32,91,40,69
84,78,64,64,66,45,5,12,59,58,66,65,85,63,59,67
78,74,66,65,65,63,11,16,60,56,55,63,77,64,66,68
67,71,74,58,74,71,15,7,24,56,18,60,62,78,66,72
68,78,63,52,58,53,7,6,55,61,53,64,67,48,61,62
68,61,56,44,54,43,13,7,38,59,50,63,66,56,53,54
60,69,60,49,59,27,15,12,53,61,47,64,57,58,62,59
61,62,48,30,41,30,9,9,58,40,58,55,61,72,35,61
60,82,58,48,59,37,8,13,47,63,49,73,71+39,43,51,60
74,73,72,38,61,74,9,15,15,34,13,61,67,72,52,72
67,74,75,62,76,67,15,9,25,68,30,69,68,70,68,71
80,77,58,55,55,65,8,15,20,39,15,47,78,65,48,61
67,65,67,66,63,42,8,11,77,69,75,67,73,74,50,76
70,57,53,30,49,57,9,11,19,29,14,41,72,60,37,55
60,64,67,72,57,48,16,15,74,64,75,67,70,74,58,74
47,58,64,57,57,47,15,6,65,63,60,67,43,73,58,66
64,69,73,53,67,51,10,7,80,77,77,73,69,72,68,76
76,69,78,88,81,69,12,10,43,81,16,80,74,61,83,78
78,75,77,71,77,63,15,9,74,61,68,74,79,77,72,75
30,60,61,29,43,61,8,7,31,25,29,47,34,91,54,63
43,36,41,24,25,17,11,12,68,25,63,37,49,77,26,66
73,71,64,53,57,55,7,16,63,61,68,75,71,62,60,68
38,37,53,29,42,23,12,11,58,47,58,57,47,88,40,63
42,67,74,70,62,58,16,15,65,72,54,73,51,69,63,67
51,52,48,41,48,25,8,8,48,49,40,53,52,76,39,51
64,65,74,42,75,66,12,7,60,67,32,70,61,50,56,68
66,65,62,43,55,33,9,9,64,58,72,64,68,80,45,73
79,81-2,71,67,72,65+2,10,8,33,61+2,25,65+2,80-2,65,67+3,70
73,76,64,61,63,29,16,10,60,61,55,64,70,72,64,63
64,56,61,63,58,40,10,9,61,68,67,62,70,73,52,65
76,80,77,70,81,66,15,15,31,68,23,70,75,62,69,74
55,56,45,30,30,28,7,15,60,49,62,52,59,64,27,63
46,68,59,53,56,45,6,14,68,63,69,67,51,82,42,71
77,63,54,53,60,47,9,12,27,41,24,49,78,42,44,55
