68,66,60,55,69,57,8,12,14,58,16,60,65,41,60,60
64,74,84,78,85,65,9,6,49,73,36,78,66,67,78,77
54,39,34,27,21,24,8,16,58,39,58,58,68,79,39,64
66,66,60,58,59,55,12,10,22,38,20,54,67,68,51,59
76,75,59,59,63,59,10,10,31,46,21,57,75,55,50,62
66,74,70,60,66,60,15,11,56,69,52,70,61,78,63,66
67,81,63,60,59,48,16,8,55,58,49,61,66,64,63,59
60,74,42,43,54,29,13,14,56,29,47,28,52,55,35,50
66,66,58,40,57,48,9,9,57,66,42,67,67,58,67,61
87,70,66,71,69,67,10,6,38,54,26,67,87,46,71,70
61,63,60,54,53,45,7,5,38,60,34,61,60,63,61,57
60,71,76,63,74,63,6,16,84,70,79,78,68,93,67,82
53,51,49,57,51,41,14,7,72,60,77,55,55,74,40,72
80,69,64,63,70,64,13,14,48,59,35,65,86,63,62,68
75,74,65,63,67,60,9,9,23,51,32,61,76,37,51,64
58,65,69,79,63,53,15,7,64,66,66,67,53,67,64,67
62,63,66,50,59,38,10,13,53,65,55,69,64,78,54,64
55,61,49,29,25,22,12,14,59,32,65,50,59,76,31,65
43,51,59,49,55,54,10,11,66,58,69,62,48,80,40,70
73,61,66,64,70,56,13,14,21,61,22,69,71,50,71,66
69,55,61,57,53,61,7,6,48,61,47,66,71,56,43,61
68,77,72,57,63,64,6,7,74,65,75,71,65,66,61,75
55,72,64,46,59,67,9,13,22,50,35,62,61,55,48,64
85,77,75,70,76,70,6,9,63,61,60,67,83,61,67,74
85,85,76,64,77,66,10,9,16,52,19,70,84,61,65,73
92,87,73,76,76,70,8,13,63,68,60,67,90,48,66,72
72,71,76,77,74,55,15,7,73,68,74,70,75,75,70,77
51,56,58,31,56,62,5,8,30,57,19,58,61,79,52,61
69,59,53,51,53,30,12,10,51,46,52,51,69,53,35,57
60,67,67,68,69,61,13,6,27,60,34,69,62,73,55,65
48,39,54,23,52,66,6,7,15,28,15,58,64,89,55,64
73,64,59,60,67,57,13,14,65,56,58,73,70,62,67,66
60,62,46,35,51,28,5,9,40,61,36,62,64,47,44,52
71,77,69,58,62,42,9,6,63,63,62,68,71,61,68,66
72,80,69,59,70,60,6,14,59,71,46,70,73,68,73,70
90,78,77,81,82,75,16,16,33,71,46,75,82,58,77,79
77,81,60,54,63,62-1,9,13,19,45,21,58,81,79-1,39,64
31,58,71,51,63,47,9,10,66,70,48,71,53,77,71,65
74,81,74,71,69,62,13,13,43,69,52,73,75,63,75,72
63,56,72,60,67,70,9,13,70,72,66,74,71,78,66,71
60,53,56,46,49,23,12,12,62,50,62,55,68,83,51,66
69,69,63,39,59,72,10,11,35,43,21,64,72,78,66,70
61,51,51,45,53,23,14,9,71,63,66,68,67,60,54,65
73,72,68,64,70,68,10,6,27,61,20,67,76,72,68,69
70,71,66,69,65,50,14,10,64,63,66,65,70,68,60,69
67,74,46,31,43,54,6,16,64,58,60,57,73,80,43,64
68,59,70,47,65,40,10,8,68,65,53,67,65,58,67,65
77,75,75,76,73,23,12,13,74,68,67,69,73,62,64,72
70,65,67,64,70,43,9,9,68,69,67,60,74,72,62,69
84,78,72,70,74,57,15,15,35,59,19,60,82,53,64,70
79,75,62,52,64,47,6,8,27,50,17,55,77,40,56,60
70,68,66,57,67,55,14,8,66,66,57,63,70,76,68,66
70,66,69,64,65,66,13,6,64,71,51,72,67,64,69,70
71,71,56,60,62,53,10,10,61,53,62,58,65,59,56,62
66,74,67,52,65,40,13,14,68,63,57,74,67,62,66,67
68,60,60,57,60,40,8,9,27,47,28,58,66,46,55,57
56,71,70,62,71,70,9,10,51,60,24,65,61,74,69,68
64,72,65,48,57,40,6,13,65,65,58,66,59,73,63,68
68,66,62,56,56,43,11,7,56,58,60,61,73,68,37,62
68,71,73,60,65,63,9,12,56,72,50,73,66,64,67,69
88,94,66,69,77,52,8,6,19,67,11,69,85,31,62,70
73,57,62,52,61,15,7,11,75,58,73,54,59,61,53,69
36,65,84,73,68,68,12,16,33,75,25,75,53,57,78,73
89,78,63,49,63,68,15,8,28,51,25,64,89,78,55,71
87,90,70,65,72,61,16,10,46,57,32,64,90,38,64,71
58,43,57,20,56,28,5,10,72,30,70,58,59,82,33,70
55,46,59,53,61,48,11,16,66,57,72,71,64,84,51,75
69,66,66,64,64,68,16,12,56,60,53,66,67,77,73,70
73,66,56,60,64,36,10,10,56,51,56,54,71,56,58,58
67,71,62,65,61,31,15,9,61,49,51,62,77,58,54,63
51,55,68,70,60,55,7,14,65,55,58,66,56,72,60,66
72,62,53,56,60,29,10,7,63,47,55,58,67,58,45,64
84,75,65,60,72,37,7,10,67,61,68,68,78,57,66,70
55,59,70,68,66,70,11,11,73,68,61,67,61,80,66,71
68,63,64,59,62,30,13,14,66,64,65,63,69,78,56,67
64,66,70,50,67,70,7,14,20,45,36,55,76,67,49,69
80,75,68,56,72,67,6,13,28,64,38,67,79,63,64,69
60,73,67,55,63,56,11,6,72,63,66,63,68,69,62,66
75,78,68,58,68,61,10,6,63,65,50,69,68,54,68,68
62,58,54,56,43,30,14,14,65,68,61,63,64,56,53,61
77+13,56,41+11,48+7,53+2,24,7,6,48,34+10,44,40+10,79+17,48+12,35,54
32,39,43,26,24,44,16,15,56,55,66,56,48,76,68,66
73,74,70,60,66,58,9,6,44,62,34,66,69,65,64,65
78,82,69,62,68,54,7,8,65,70,56,70,78,61,68,70
65,66,56,56,51,62,12,11,41,57,46,61,69,64,49,56
68,57,55,40,50,42,11,8,78,62,80,67,69,80,46,79
75,80,68,65,65,35,10,12,67,57,70,64,76,57,55,69
75,93,92,78,86,71,13,9,76,83,66,92,71,58,90,89
78,84,65,64,65,51,13,6,50,65,43,68,68,31,65,62
57,50,62,31,51,24,12,7,64,64,58,69,66,75,42,66
70,78,65,36,54,45,12,8,70,60,53,64,73,41,52,64
57,73,61,64,63,59,12,10,26,59,37,60,64,44,57,58
53,51,59,42,42,49,6,15,82,62,78,63,55,74,62,76
63,53,56,57,64,40,8,10,69,30,63,43,71,55,56,67
54,61,56,42,47,28,7,9,58,58,66,67,64,77,59,64
76,82,62,36,59,67,5,7,29,42,15,53,84,76,44,67
77,82,74,68,78,73,5,15,21,55,22,70,67,31,65,71
75,66,78,54,75,39,11,10,81,78,80,80,72,82,75,82
74,79,77,72,78,72,11,8,35,59,23,72,72,50,74,74
52,34,49,59,45,23,7,7,78,79,85,74,52,85,62,79
90,90,59,48,61,61,7,9,24,41,13,51,91,62,43,61
73,74,59,54,60,36,8,13,62,54,63,59,74,78,47,66
63,68,65,54,60,44,12,9,45,60,42,63,57,73,71,62
71,67,66,47,60,42,8,10,65,67,69,73,62,79,50,73
80,82,73,59,73,61,10,7,24,55,24,62,78,27,60,67
82,74,64,58,72,63,12,16,28,58,24,68,85,62,53,67
78,82,64,61,68,50,13,7,62,66,44,68,77,63,61,66
78,77,64,59,69,51,6,5,60,43,53,59,80,65,47,63
87,86,74,62,78,66,6,8,19,57,19,67,89,52,69,72
76,81,58,47,62,45,7,6,19,41,25,51,75,58,43,56
68,69,79,61,75,80,11,8,21,49,25,69,69,70,65,75
61,61,55,42,52,39,12,11,25,63,40,69,63,67,53,54
65,72,60,49,59,45,6,14,34,55,35,62,60,61,58,57
85,85,70,69,71,62,7,7,16,56,17,58,87,56,63,68
91,93,78,67,79,65,9,7,40,62,29,66,89,44,66,73
80,58,46,59,55,25,12,15,55,33,59,36,77,56,36,59
67,66,57,50,55,33,8,9,63,62,61,61,69,72,57,64
62,54,63,33,49,26,13,11,76,69,76,71,54,74,55,74
67,82,63,55,60,40,9,10,43,56,31,58,52,38,61,56
76,62,64,36,64,63,13,9,20,38,23,49,75,77,49,64
72,73,73,57,70,51,5,11,58,68,40,75,69,67,68,71
64,61,57,53,59,57,14,12,24,56,38,64,65,51,59,60
67,63,75,61,67,55,11,5,83,75,78,78,66,76,65,80
68,73,59,54,63,50,5,14,25,45,31,58,65,37,55,58
82,80,62,64,69,62,15,10,45,52,41,64,81,45,61,67
72,68,58,54,57,44,12,11,60,54,60,60,69,76,49,62
70,71,67,70,69,54,12,7,70,52,68,69,74,67,56,72
65,74,73,61,66,54,6,7,70,70,68,77,61,59,61,73
67,66,62,53,57,55,11,9,57,63,49,70,57,58,60,63
79,74,58,48,60,48,14,13,54,48,46,52,75,54,53,55
48,53,62,48,58,31,7,15,58,51,51,63,47,57,44,59
58,64,71,72,64,61,16,12,36,75,54,74,59,62,72,68
52,65,44,37,39,30,8,9,52,48,51,54,52,67,36,55
67,69,75,74,73,70,8,7,73,73,69,75,68,73,72,74
75,73,60,40,64,51,11,10,39,37,22,52,74,60,50,57
71,76,72,71,69,62,11,15,56,59,12,64,66,67,64,68
78,83,72,66,73,70,9,16,42,44,42,68,79,85,64,73
54,69,62,42,55,38,15,13,66,47,70,57,56,81,48,70
81,86,77,62,76,58,6,5,20,57,16,65,75,38,62,68
83,85,75,66,75,62,12,10,23,54,22,66,86,71,50,69
84,89,73,75,76,68,12,10,67,70,62,68,92,44,66,73
77,72,76,72,75,54,11,7,59,68,63,66,68,70,59,70
61,62,42,22,24,17,9,10,49,37,45,41,51,69,31,53
61,65,64,63,66,35,16,14,59,59,67,65,66,79,58,65
66,61,57,58,53,36,10,12,60,55,59,58,66,70,59,61
58,59,60,42,57,38,12,6,54,53,50,63,56,77,57,60
76,66,60,46,65,45,13,14,27,58,35,65,80,56,55,59
68,72,59,44,52,49,7,9,30,59,35,64,60,52,60,54
75,85,63,55,66,48,9,11,25,42,31,53,76,32,57,59
52,65,56,56,42,37,13,11,49,40,69,41,65,81,51,68
67,58,66,52,65,72,6,12,24,48,15,54,76,86,50,71
79,79,76,66,73,75,15,8,23,48,16,68,82,72,64,76
77,76,64,59,62,60,15,11,59,48,56,65,83,50,60,66
60,69,54,40,47,32,14,8,58,53,48,57,66,55,46,53
74,74,67,65,67,41,12,8,65,61,67,66,74,65,54,69
75,76,73,69,71,55,10,9,62,72,57,70,75,63,71,70
66,65,75,69,72,59,12,7,87,74,76,79,69,76,76,82
