43,61,34,36,46,48,30,37,39,58,31,10,14,8,8,5,75,36,19,48,28,22,43,58,64,15,55,62,86,39,59
66,84,74,72,82,84,60,68,73,54,50,12,8,16,11,14,60,67,76,66,82,66,83,64,74,73,65,65,74,75,80
70,80,71,51,75,72,68,49,78,71,44,9,14,8,14,16,80,91,70,78,76,66,79,75,85,69,66,72,75,73,77
64,70,68,61,58,55,66,55,63,40,29,8,9,10,9,11,69,72,66,43,56,66,60,58,54,63,26,69,65,50,65
90,41,92,72,77,70,70,80,81,70,58,15,9,12,9,11,66,67,23,73,67,28,70,67,70,25,65,84,37,70,76
63,51,60,74,69,60,57,50,66,74,60,17,18,12,16,18,57,65,21,71,43,23,49,62,55,33,63,55,48,63,64
76,67,70,61,67,58,66,49,67,48,30,6,5,5,8,9,61,66,65,59,63,67,68,57,68,68,44,72,76,48,68
78,44,78,87,72,64,59,63,70,60,59,6,7,10,12,14,46,63,51,59,64,40,70,63,63,45,46,76,52,69,69
70,32,66,69,55,50,60,49,60,41,33,5,15,11,10,12,33,39,17,46,45,23,55,42,52,38,36,72,45,47,56
65,82,68,54,75,77,68,63,75,68,50,14,8,10,10,12,77,69,77,68,74,73,78,74,76,71,68,67,79,75,77
64,68,51,67,52,47,41,30,49,39,37,11,5,11,13,14,40,63,46,38,55,41,59,48,45,49,37,66,59,41,52
74,42,70,76,63,61,59,50,61,42,55,15,8,8,15,9,39,59,34,52,61,34,65,69,56,28,42,73,51,67,61
76,74,80,70,71,59,53,58,60,38,57,7,8,14,12,9,59,71,65,59,66,67,67,53,62,63,49,75,62,68,66
71,48,86,85,90,85,77,80,88,74,73,14,10,7,12,6,49,62,66,66,79,16,85,82,68,23,87,66,68,82,81
70,32,59,62,44,50,46,48,40,55,32,10,11,13,8,10,46,69,18,42,30,15,44,52,51,12,42,73,67,48,53
68,80,70,73,64,62,60,67,67,47,52,6,7,7,11,8,53,83,73,58,69,66,68,59,58,66,53,70,70,64,70
74,66,71,70,69,54,62,60,66,57,68,7,13,13,15,8,60,73,68,62,68,61,75,49,64,59,52,69,66,73,70
70,60,76,75,69,70,55,57,67,50,63,8,16,7,10,12,36,69,34,49,64,51,66,66,63,59,55,63,57,69,64
81,63,84,57,60,67,59,47,75,61,43,15,11,8,11,7,58,70,59,55,50,40,62,69,67,54,60,87,46,63,67
63,56,66,63,55,81,62,51,52,41,52,7,7,13,10,15,67,71,74,45,71,71,72,55,61,77,34,66,67,73,72
66,83,63,69,69,66,73,64,70,61,47,9,6,8,9,6,54,51,72,56,60,73,70,66,60,71,54,69,66,59,72
63,75,62,69,60,49,54,63,53,47,57,11,15,7,12,14,42,63,56,50,56,49,60,48,46,53,45,63,56,57,57
73,45,58,50,58,52,33,42,61,63,38,14,15,11,8,13,70,71,23,60,36,21,49,54,56,21,49,69,74,51,61
67,48,59,74,65,45,58,47,63,52,41,12,6,14,11,9,47,60,66,45,64,40,68,55,54,48,37,65,48,54,63
66,59,70,59,73,71,58,74,68,80,80,12,12,12,16,13,68,50,32,76,57,25,69,80,70,30,77,54,68,66,74
51,60,62,51,66,61,65,43,69,45,65,16,15,7,16,8,64,69,58,56,64,64,67,54,69,59,39,62,81,48,62
77,54,73,67,79,75,70,63,79,60,63,12,10,13,15,12,59,51,33,65,64,43,76,73,62,46,61,74,68,74,74
63,26,59,68,65,53,59,47,68,58,38,11,14,12,7,14,31,49,24,59,53,21,67,59,53,20,38,68,61,46,62
68,88,67,69,73,67,67,34,67,43,26,7,15,13,15,13,62,66,68,32,63,75,66,52,35,76,30,62,71,48,70
34,68,32,51,62,69,54,50,47,40,59,9,15,11,13,12,68,71,65,52,68,57,66,50,67,63,52,31,77,60,65
82,27,79,72,60,45,32,43,58,61,31,11,5,9,9,14,56,59,13,57,30,11,49,57,59,12,46,72,57,49,60
82,52,68,66,63,59,65,48,62,51,36,10,9,12,15,7,55,43,56,48,62,62,65,61,55,64,52,93,72,62,67
74,46,71,73,59,61,46,56,56,60,37,12,14,15,12,10,55,71,21,58,32,15,50,62,65,20,56,72,70,52,62
54,46,50,70,65,58,45,51,58,44,50,14,7,7,9,15,44,60,25,34,65,44,72,43,52,47,40,61,48,57,58
78,71,68,69,77,79,72,69,76,60,40,12,11,7,10,13,71,67,70,72,79,68,82,70,74,70,69,75,70,75,77
67,71,50,36,68,84,45,52,60,57,76,14,14,10,14,8,91,41,83,81,70,80,72,53,92,84,60,70,82,59,82
49,67,59,51,63,68,64,65,60,23,54,10,6,13,12,14,60,56,63,61,59,63,60,45,80,56,43,53,82,63,64
77,78,68,65,59,64,53,66,64,36,48,9,12,10,15,14,67,82,73+1,40,63,59+2,60,56,66,65+1,59,82,75,54,67
72,59,68,73,52,58,48,40,46,34,30,14,8,11,11,8,65,73,57,31,53,57,57,40,38,60,24,74,79,40,63
73,31,71,90,65,49,50,47,67,53,41,13,15,13,15,12,41,85,23,49,46,22,53,40,53,29,49,67,32,53,58
67,78,60,62,70,64,76,32,67,30,31,7,8,13,7,7,60,85,68,48,62,71,68,58,74,70,39,68,78,54,71
66,67,63,59,70,69,62,55,59,32,37,10,6,10,15,9,73,69,76,29,65,75,73,46,54,75,49,72,68,59,74
63,62,47,75,30,42,28,29,25,21,24,7,13,9,6,5,41,66,62,17,29,64,40,30,38,62,29,61,46,31,58
77,68,82,75,76,62,50,63,73,34,45,9,8,11,12,11,58,68,69,55,74,62,76,50,62,68,36,69,58,71,71
72,80,50,50,72,67,75,68,68,27,30,12,14,8,9,9,69,57,75,66,64,77,65,51,74,81,44,78,86,54,77
44,69,48,43,50,57,32,33,48,23,26,15,12,9,13,7,66,45,69,27,45,70,52,32,58,64,29,45,82,29,67
41,52,35,39,38,39,24,31,27,19,28,15,5,6,6,8,60,36,51,24,39,58,42,21,50,55,18,54,84,30,58
56,40,56,87,54,52,39,45,56,39,38,6,11,9,7,9,35,54,29,26,52,35,63,40,42,44,37,65,33,56,53
69,55,67,67,65,65,66,59,64,56,53,11,9,16,10,14,50,61,65,68,61,66,64,52,70,63,70,72,65,59,66
71,71,69,74,67,67,79,81,71,64,74,12,7,11,10,16,65,71,65,73,67,64,69,63,81,62,61,67,66,70,70
69,81,66,66,72,73,68,48,70,40,47,11,15,7,14,11,69,68,75,59,68,74,72,50,68,74,50,75,77,58,75
61,31,65,71,57,49,44,43,58,62,36,14,7,6,14,10,49,63,45,44,57,47,60,51,56,50,41,60,52,52,56
61,60,60,60,58,43,49,47,62,41,40,5,15,15,11,13,60,62,58,51,60,61,65,57,61,61,43,68,72,58,62
46,62,33,32,56,53,24,27,41,60,33,8,8,10,13,14,64,49,19,52,25,12,48,54,63,16,42,53,90,44,58
82,40,74,67,64,56,58,52,72,63,50,12,16,10,6,10,44,38,28,56,58,24,68,63,56,32,44,85,62,53,67
49,68,63,76,62,58,45,35,49,34,33,13,8,9,11,10,43,57,74,32,63,58,68,46,44,57,28,42,69,68,67
74,78,73,73,66,64,65,55,65,27,45,6,15,13,6,8,52,79,66,61,59,67,63,70,68,73,22,74,73,63,70
67,50,71,71,65,61,55,64,63,43,48,9,8,6,10,10,34,52,49,50,66,40,65,62,64,38,59,66,58,69,63
84,62,75,66,65,65,60,37,72,37,25,7,10,7,10,10,52,74,67,55,61,68,68,66,66,68,27,78,57,66,70
67,72,51,52,67,66,65,60,64,40,52,13,15,15,8,14,68,70,72,39,68,74,71,62,51,68,56,68,73,57,71
63,78,69,66,72,78+10,70,67,64,63,61,11,10,15,8,13,65,89,72,70,73,69,77,66,67,69,69,63,68,71,74
73,53,71,65,73,67,74,80,73,61,73,14,12,13,13,13,50,61,30,71,61,30,67,59,76,30,62,77,71,61,70
76,41,79,82,66,59,62,54,67,63,50,9,15,11,15,14,35,41,25,63,59,26,68,56,64,24,62,73,42,62,66
57,53,62,83,62,60,51,47,60,60,50,13,9,14,10,13,46,62,57,57,60,53,64,59,65,62,52,58,50,58,61
88,57,63,60,61,48,51,48,62,33,44,11,12,8,7,14,39,47,59,58,53,55,59,51,55,57,37,88,56,44,61
74,37,74,93,60,54,46,39,63,63,33,11,14,6,13,6,52,62,19,59,44,13,54,57,53,17,55,76,33,62,61
66,66,62,49,56,62,59,42,51,24,41,12,6,11,6,6,74,74,60,48,55,73,59,34,56,73,25,68,86,33,68
63,41,62,65,61,56,56,49,57,61,48,13,8,11,11,14,46,54,39,64,58,32,60,63,57,36,53,73,54,60,62
34,74,58,37,59,61,26,41,31,36,37,7,9,15,10,7,76,74,66,37,57,69,64,33,56,61,18,53,88,42,70
57,74,56,51,61,61,49,41,53,41,39,7,15,7,14,7,55,62,69,32,64,64,68,39,77,65,38,58,79,42,67
76,66,78,88,85,71,66,83,86,82,70,14,12,14,8,8,69,74,35,75,59,23,79,83,70,32,81,75,57,73,79
60,30,61,61,47,59,51,36,50,58,32,13,15,11,5,12,62,68,14,57,40,16,50,58,55,13,45,63,70,42,58
73,35,86,71,60,48,41,42,59,64,42,8,12,6,15,10,50,51,16,56,42,12,49,61,61,13,56,76,50,48,61
79,52,68,76,64,67,68,66,63,55,68,8,5,13,7,9,42,63,40,64,60,35,62,57,71,31,58,83,62,68,66
76,45,80,82,60,56,54,47,61,47,46,13,7,16,16,7,38,73,57,38,48,58,55,55,54,57,51,78,33,41,60
64,71,63,65,61,64,62-3,62,63,49,72,11,10,9,10,15,70,72,70,67,63,67,66,42,81,68,57,58,76,55,68
57,44,64,69,55,56,46,48,54,41,46,5,5,8,10,15,46,58,29,34,54,38,59,47,49,53,47,58,61,49,51
63,67,62,51,66,73,53,49,63,72,62,11,7,8,15,11,78,75,44,67,53,24,59,79,74,23,66,65,80,51,72
68,92,59,64,57,82,58,60,58,33,31,3,3,3,2,4,84,89,88,49,59,92,59,28,78,90,45,78,91,50,89
66,68,52,74,62,75,40,44,58,42,39,11,13,8,6,8,77,84,75,21,64,72,65,40,55,74,41,69,78,48,74
58,25,59,76,49,43,44,42,52,46,39,6,7,11,13,8,50,57,19,45,35,25,43,54,50,23,32,57,43,46,50
63,75,69,65,67,69,62,70,65,66,67,14,12,13,16,6,66,63,33,66,62,34,62,72,72,34,59,56,69,54,68
60,77,60,54,60,70,68,53,65,56,60,14,11,15,11,14,63,68,70,43,58,69,64,41,65,68,36,52,69,45,67
52,69,53,51,59,62,47,53,65,47,55,13,12,16,9,16,65,83,77,63,69,65,68,49,68,64,47,53,77,55,70
46,86,71,77,70,73,61,66,62,54,64,16,6,14,7,10,39,61,77,67,72,52,71,63,69,54,59,33,75,75,71
69,56,48,40,52,57,50,36,46,20,30,13,11,10,12,12,63,69,59,29,51,60,54,36,50,61,33,67,74,43,61
58,77,69,76,69,59,62,48,60,47,52,11,9,8,16,9,64,68,72,69,62,75,65,53,58,71,61,52,62,65,67
84,45,76,85,60,57,58,45,70,54,47,10,12,11,7,10,47,56,25,46,49,31,56,58,66,34,57,82,66,53,62
74,53,83,75,64,54,55,49,64,44,50,9,6,10,9,10,42,63,36,59,57,37,60,55,53,41,45,64,50,58,61
66,61,63,72,68,77,61,65,67,40,52,15,10,14,15,8,68,77,65,40,70,68,72,40,48,73,51,65,72,64,70
59,50,52,76,66+2,53,66+2,38,65+2,64+2,37,9,12,7,12,9,48,65,43,33,64+2,37,68+2,62,56,35,36,60,48,56,64
68,53,65,62,63,55,70,59,59,25,44,15,14,13,16,6,46,72,70,23,58,70,70,58,41,65,25,59,63,50,66
83,82,74,74,73,66,73,70,72,48,70,15,10,6,9,13,55,69,71,69,63,72,72,68,79,74,62,79,65,60,75
44,64,56,53,53,68,47,33,56,34,49,7,10,12,8,14,71,30,57,46,34,57,51,31,67,53,28,54,73,31,61
76,64,58,66,55,57,55,49,54,38,30,10,15,6,7,8,60,70,60,40,58,57,60,40,45,62,30,78,80,50,64
71,73,67,72,62,62,58,40,58,40,31,15,16,10,6,15,59,79,60,37,55,65,61,47,56,66,40,54,69,46,64
89-2,55,76-3,66,72-2,59,67,68,76,68,63,14,14,15,8,9,55,73,38,73,55,48,65,68-1,78,43,71,88-2,73,67,73
66,63,69,76,59,43,70,69,64,53,74,7,5,10,11,10,49,60,52,72,66,45,74,55,67,48,48,69,46,64,64
82,56,73,72,61,59,59,34,62,35,34,8,9,12,14,13,56,66,52,45,48,62,55,45,43,63,38,85,68,32,64
70,49,65,73,69,61,68,54,63,59,62,11,7,15,6,14,48,30,60+10,63,70,55+16,73,60,67,52+12,59,72,51,71,68
73,47,63,50,42,52,34,30,31,30,28,8,14,10,6,6,55,53,54,27,53,50,49,42,38,52,35,70,76,33,56
67,66,89,71,75,73,69,71,71,65,66,13,11,16,11,15,59,69,63,67,73,72,78,65,74,67,77,68,70,78,74
69,43,71,83,59,56,39,44,58,63,32,9,9,5,8,6,58,71,23,48,49,19,55,61,56,12,46,66,41,52,60
64,60,59,74,63,55,50,39,54,34,40,14,9,7,13,11,57,59,66,55,62,51,65,57,61,62,43,71,72,59,62
73,40,62,60,56,46,51,42,58,51,39,11,12,7,11,8,39,51,36,38,56,32,55,52,49,42,38,76,68,52,57
62,56,59,64,41,67,52,36,32,20,31,7,8,5,14,11,63,72,63,22,49,65,51,24,42,59,33,68,66,32,63
82,25,74,70,58,55,34,58,64,59,65,8,15,13,9,7,53,73,18,64,30,12,46,59,71,17,48,82,53,40,62
56,52,63,64,45,44,48,32,54,28,28,11,5,15,8,7,48,60,53,29,27,54,43,37,26,62,29,51,58,33,55
64,68,80,80,62,52,65,52,62,22,25,16,8,12,10,15,58,78,65,23,57,65,64,65,39,57,41,74,76,56,65
74,74,81,82,61,56,58,53,62,44,43,11,8,12,14,13,63,67,68,45,62,60,65,39,57,62,40,73,74,64,64
57,79,50,51,52,53,34,33,41,31,26,11,12,6,15,15,53,68,67,29,60,66,67,24,37,65,28,69,78,39,67
54,83,48,41,77,55,68,60,66,72,49,8,8,13,14,15,88,80,75,69,77,80,71,76,79,68,55,60,94,71,76
65,49,66,55,70,57,66,73,71,60,61,8,5,9,12,11,58,40,45,59,70,19,64,58,58,27,58,67,60,65,65
75,55,62,62,67,63,71,62,61,20,37,15,6,10,12,7,56,44,58,34,63,55,68,61,34,58,30,71,59,60,65
76,72,65,56,60,54,60,33,57,31,39,9,7,16,7,14,54,79,60,39,52,63,60,62,44,60,30,82,63,42,65
74,50,76,83,68,66,52,69,63,57,70,8,9,13,15,7,49,70,58,65,62,41,66,64,64,51,41,73,65,66,66
69,57,77,83,69,67,61,71,68,55,62,6,7,10,6,9,36,57,61,64,69,37,71,63,67,55,57,63,62,68,68
68,56,64,68,57,47,27,43,59,60,53,14,9,8,15,14,54,31,15,55,28,15,50,62,64,13,46,71,61,30,60
82,74,73,71,66,72,70,66,61,40,50,12,7,6,14,10,63,71,77,65,59,75,63,56,79,71,46,81,70,52,72
47,70,54,47,65,70,41,47,55,41,46,13,11,15,14,10,69,82,72,47,63,70,68,44,68,70,42,63,83,55,73
51,65,55,56,57,69,38,42,48,38,24,11,15,8,8,8,71,84,66,35,60,65,63,36,36,78,35,45,76,55,70
64,67,77,74,74,72,72,77,68,58,73,14,13,15,7,6,45,30,53,69,70,41,70,63,64,48,72,68,63,70,69
67,62,58,72,60,53,49,52,54,32,58,8,12,16,15,11,50,63,59,53,61,60,64,48,57,60,39,69,63,58,62
62,72,64,66,64,60,62,50,62,55,68,9,16,10,8,11,63,59,59,62,57,64,64,55,77,66,54,57,57,63,62
73,74,69,48,78,76,48,53,75,77,52,13,14,13,7,5,88,71,33,70,40,25,69,82,85,13,73,76,89,53,80
74,33,80,75,56,60,47,45,58,47,44,9,8,15,12,10,27,62,37,50,48,29,56,52,48,30,38,74,33,58,57
63,59,69,64,65,63,69,69,67,40,48,13,13,10,9,11,50,42,68,50,63,60,67,55,50,65,28,67,70,69,67
84,56,82,80,64,55,64,59,68,51,34,8,9,10,8,10,23,66,21,44,44,20,58,59,45,22,56,85,53,54,64
67,82,60,51,70,73,50,35,65,36,42,9,10,14,11,12,75,70,73,34,78,74,68,45,55,74,35,73,84,43,76
69,78,65,63,67,65,68,65,66,54,60,9,10,13,13,8,66,66,66,57,66,67,69,65,68,69,58,75,72,64,71
72,45,76,74,69,61,66,64,67,67,36,10,10,15,16,15,58,70,49,67,66,33,69,66,68,26,65,74,73,70,69
83,50,80,70,80,71,66,59,83,69,61,5,13,6,14,7,60,52,35,70,58,35,70,72,72,30,60,86,67,73,76
83,60,84,78,82,76,74,78,80,66,65,9,16,16,8,9,60,62,38,66,64,28,76,78,70,28,74,77,60,68,76
34,39,70,61,72,75,52,57,68,73,58,11,16,13,11,8,72,48,28,68,53,31,71,73,74,13,66,49,78,71,68
53,56,48,66,64,61,41,39,32,68,30,10,10,9,10,16,68,81,64,31,59,69,61,44,52,67,31,65,72,34,68
51,75,33,34,64,71,62,43,60,49,32,8,11,6,14,13,66,71,71,49,65,64,65,45,64,59,32,55,90,58,69
79,53,76,64,80,61,55,71,81,68,57,13,15,8,11,7,56,62,22,62,47,19,64,73,58,17,59,82,65,54,70
68,73,65,69,62,65,44,41,45,32,35,6,14,13,10,6,65,79,69,27,65,73,64,41,54,72,34,71,79,44,72
73,55,73,73,66,62,63,41,61,48,37,10,15,15,10,8,48,59,64,52,68,52,65,60,59,56,33,63,65,67,65
69,66,38,55,41,59,22,22,31,20,25,8,7,11,12,12,63,40,64,19,23,71,49,25,35,66,29,48,81,34,66
60,53,66,76,68,60,59,52,61,58,58,7,10,9,9,9,51,71,41,59,54,36,62,67,61,40,53,63,63,70,65
51,50,40,53,51,48,26,32,46,23,26,10,10,12,9,15,59,71,50,20,52,56,56,36,43,60,31,44,63,42,58
61,57,67,53,76,65,58,76,74,75,71,11,7,11,8,15,80,64,19,71,49,17,70,78,77,15,75,63,71,68,75
