46,62,67,68,58,52,41,31,45,29,32,14,14,14,5,13,42,57,62,37,66,57,64,36,48,61,32,46,57,62,62
45,62,50,59,66,47,48,30,35,30,32,9,10,11,10,14,69,72,68,33,29,66,64,47,38,70,31,48,70,25,69
69,79,75,76,80,80,71,54,71,33,59,7,16,16,14,6,61,73,72,76,77,71,80,70,74,67,47,67,68,78,77
79,48,73,68,60,60,59,57,62,58,61,1,1,1,1,1,32,59,41,60,50,34,56,57,57,38,44,78,57,60,62
71,39,71,64,65,61,62,68,68,65,57,16,8,8,14,14,54,65,35,68,52,21,61,63,78,14,62,73,56,63,66
65,81,70,63,67,59,62,61,55,49,60,10,16,10,14,11,53,76,78,52,66,59,71,57,73,71,31,69,77,58,72
72,50,50,71,69,48,41,31,64,73,26,13,8,13,9,12,70,70,16,64,46,18,60,73,76,13,42,79,81,40,71
54,52,70,69,57,60,37,48,56,44,40,14,12,13,8,9,44,52,51,44,58,37,62,56,43,22,40,69,66,63,59
65,30,56,71,58,48,37,52,72,67,41,6,10,8,10,10,56,56,18,62,45,22,61,50,70,23,64,62,59,60,62
60,59,58,70,76,75,55,65,63,38,46,12,6,10,13,11,48,58,73,52,76,65,80,53,55,62,48,35,66,81,73
51,57,43,38,37,51,30,29,32,25,33,8,12,15,8,11,64,72,62,26,41,61,45,24,47,65,53,57,71,32,62
69,62,63,58,60,59,68,58,53,24,48,11,12,11,6,8,53,72,63,30,55,64,62,51,59,67,31,71,63,52,66
49,39,60,68,45,46,26,21,35,24,28,9,13,7,12,12,43,68,51,24,47,56,59,24,39,51,24,54,60,28,56
80,76,72,72,72,73,69,77,69,60,73,12,7,7,12,8,66,80,67,73,69,67,70,66,78,67,55,79,68,69,72
78,68,73,76,64,65,67,58,71,46,29,6,11,9,14,9,61,75,63,65,65,61,67,62,70,62,61,76,74,64,67
67,82,60,51,70,73,50,35,65,36,42,9,10,14,11,12,75,70,73,34,78,74,68,45,55,74,35,73,84,43,76
58,55,62,62,72,70,63,47,69,67,67,8,12,7,8,10,71,70,69,75,73,66,77,64,76,58,58,68,76,73,71
65,71,60,63,64,74,53,48,55,37,58,8,13,9,16,14,70,68,70,34,62,66,64,51,69,71,43,74,84,56,71
44,77,31,34,35,49,30,29,27,24,25,14,14,8,9,12,60,34,69,21,71,71,72,20,38,70,33,35,77,27,68
61,61,58,52,53,45,37,41,46,29,35,10,10,7,13,13,50,58,48,30,51,44,53,36,49,51,29,54,48,38,51
64,74,54,56,73,77,50,38,63,81,44,8,8,9,15,16,80,65,23,71,40,11,64,79,79,19,77,74,84,58,77
66,64,64,65,61,45,60,43,60,52,34,9,12,11,8,13,61,61,56,48,53,53,59,54,59,57,43,75,63,49,61
62,45,72,70,63,48,41,48,56,44,46,8,5,10,11,5,49,60,53,51,64,45,64,42,56,46,33,69,66,61,59
55,61,44,53,52,47,42,40,49,31,35,9,11,10,6,8,58,62,56,29,50,54,61,28,44,53,34,62,64,41,56
76,69,70,80,69,70,58,63,66,51,59,9,15,7,11,15,59,77,65,54,59,63,68,58,55,66,47,74,58,59,67
74,61,70,60,63,63,66,47,62,26,32,15,13,7,14,13,55,58,63,22,60,67,57,45,41,67,31,72,73,28,68
79,49,82,79,73,71,66,73,74,53,65,12,15,11,9,8,62,54,39,60,54,28,65,66,72,37,56,76,39,71,70
71,49,64,55,68,55,66,56,68,66,52,10,7,13,8,12,48,59,26,69,57,21,58,57,65,16,55,80,63,62,65
46,46,56,66,43,46,38,31,37,29,31,6,13,7,10,14,46,67,48,22,37,52,33,38,23,56,29,43,57,38,49
67,69,71,61,60,66,48,44,45,45,40,13,13,10,15,8,48,60,65,58,55,59,58,46,57,59,36,64,74,51,63
66,48,60,61,70,72,39,55,64,77,65,15,16,10,7,11,70,34,26,70,39,17,65,73,70,16,60,58,72,37,71
80,77,75,79,65,66,63,62,73,70,57,7,15,8,16,16,58,73,38,72,59,25,64,66,74,33,73,77,66,67,70
76,66,73,73,69,61,64,60,67,48,41,15,7,10,15,7,57,85,61,74,63,62,67,55,77,72,67,81,79,65,67
70,70,65,70,55,58,59,53,49,44,41,7,16,12,10,8,66,77,69,37,58,70,65,43,51,68,23,65,70,39,68
63,54,58,66,57,45,33,30,58,41,36,10,13,13,12,13,44,66,47,38,55,45,56,43,44,47,34,60,61,46,52
93,57,79,84,62,53,53,45,70,50,37,8,10,10,14,8,42,78,42,35,37,51,52,42,48,40,42,93,54,43,61
62,70,63,69,66,48,50,45,59,38,43,10,13,11,9,11,60,59,53,49,65,55,69,51,63,60,47,64,78,54,64
61,55,65,59,40,62,28,31,41,18,27,11,12,16,11,7,57,70,58,25,48,63,53,30,41,62,30,64,76,32,61
76,58,73,76,68,54,67,75,70,63,70,8,6,9,13,13,52,72,28,68,54,29,61,60,70,35,68,73,66,63,67
67,65,50,65,70,68,55,70,73,62,75,12,15,9,10,13,57,54,23,74,58,23,62,72,60,25,51,60,62,72,68
73,31,68,69,66,46,62,50,62,49,47,13,10,6,9,14,51,55,43,59,61,22,65,46,64,27,42,74,63,64,64
80,88,81,84,85,85,73,73,80,76,68,11,11,11,14,8,59,76,86,86,81,78,84,88,84,88,75,76,76,76,86
65,48,64,74,50,51,28,39,50,55,29,15,16,10,12,15,55,68,40,50,35,54,46,54,51,54,49,55,41,48,51
60,42,74,63,67,60,71,77,66,55,76,15,14,10,13,8,63,70,40,63,65,34,65,62,64,29,62,77,74,72,65
67,53,57,37,50,38,46,35,48,23,32,13,15,8,15,9,40,63,53,29,27,55,38,36,44,52,27,62,68,37,55
