44,49,60,34,41,57,72,8,20,53,38,23,53,20,61,33,84,47,13
78,72,59,67,42,61,46,7,61,62,61,62,60,62,27,81,57,58,6
58,58,48,32,30,47,33,8,46,44,55,43,53,47,25,60,42,46,4
61,67,60,54,52,62,48,13,42,58,53,40,59,44,60,74,69,57,4
91,72,61,60,63,66,58,5,26,47,52,25,57,22,62,83,48,56,13
56,59,62,58,32,58,30,11,65,41,60,53,61,55,35,59,79,64,4
63,65,74,54,48,64,48,13,47,63,71,37,74,52,44,54,35,65,4
74,72,63,63,58,65,39,13,59,47,61,59,65,65,63,75,57,55,6
76,70,67,63,60,69,68,10,49,64,51,53,66,53,59,70,70,62,10
83,64,67,68,28,68,38,13,66,42,60,64,63,74,24,85,74,54,5
79,80,67,65,60,61,40,8,69,42,61,69,68,72,41,77,45,56,9
64,59,51,58,53,56,40,12,59,47,54,71,65,66,44,56,76,49,1
69,57,58-2,57-10,52-6,38,36,1,62-1,53-14,61,66+1,60-3,65,38,64,85-5,33,5
76,73,67,51,54,68,69,8,22,59,49,17,67,14,57,83,81,59,13
84,78,65,74,70,67,48,11,63,70,59,67,66,68,60,77,76,60,5
89,86,65,52,55,69,68,10,23,57,50,16,65,22,53,87,39,68,10
75,79,55,58,50,70,35,8,54,34,42,56,51,57,40,78,57,49,6
70,77,74,64,56,76,61,6,44,54,65,49,73,32,57,77,75,67,2
70-2,57,63,46,59,60,50,16,63,55,60-1,64+1,65,63,42,68-4,80-1,54,9
79,79,65,64,54,71,62,10,18,59,57,14,63,10,57,76,70,62,7
67,48,62,67,54,64,34,7,64,41,65,65,62,61,33,70,88,51,5
65,47,54,32,30,42,29,10,64,29,31,54,54,64,29,62,68,31,1
64,74,64,45,41,61,39,7,66,44,67,56,69,60,33,56,65,63,4
67,71,51,47,43,50,48,7,48,49,53,41,55,50,38,62,53,53,4
77,75,64,62,48,63,47,6,62,55,58,59,61,65,45,82,68,41,1
77,84,62,65+6,44,67+2,50,10,29,59,55,36,63,33,55,73,51,65+5,10
65,78,66,29,72,61,67,8,13,64,56,11,65,14,58,70,72,63,0
66,67,76,67,43,72,38,13,73,72,78,70,77,71,37,69,85,68,4
52,58,69,41,44,65,75,11,24,64,30,20,58,27,66,68,75,39,13
63,38,42,29,22,42,20,15,58,24,41,60,43,58,26,67,68,28,1
78,74,66,65,69,65,63,11,60,60,56,55,63,55,56,77,64,66,7
78,75,85,68,74,84,91,5,20,82,59,12,75,18,88,80,85,70,13
61,47,26,24,23,25,17,6,52,20,25,54,32,54,25,64,65,25,1
68,64,62,64,46,62,39,8,66,48,56,73,58,71,36,69,73,50,9
75,78,68,56,50,65,64,14,24,62,40,15,60,34,68,74,79,56,13
83,80,69,66,70,67,65,14,38,64,59,36,64,38,64,80,58,66,10
80,68,72,74,74,77,60,7,48,66,50,50,61,32,69,79,59,67,0
37,43,34,29,28,26,15,7,52,13,24,51,45,54,24,39,64,40,1
58,76,64,56,58,67,40,11,63,52,66,68,71,60,40,54,71,59,2
79,76,68,68,48,68,52,10,64,56,62,62,65,65,52,77,55,54,9
31,51,69,67,67,60,63,8,21,61,53,17,63,30,65,34,58,72,13
79,85,79,76,69,80,72,13,58,72,62,52,75,48,65,77,58,65,11
52,50,53,30,46,49,29,12,82,41,60,76,64,78,24,55,69,33,1
69,67,74,57,61,73,68,6,28,72,69,42,72,38,52,70,48,70,4
63,57,71,37,50,65,73,6,36,68,50,16,61,23,67,74,90,42,13
78,75,74,63,68,76,59,9,54,62,74,52,72,49,61,68,57,74,2
65,53,63,46,41,59,37,13,42,46,72,44,73,60,49,61,53,57,4
85,72,68,61,49,62,57,7,18,53,61,23,63,18,50,81,58,47,11
73,67,62,62,55,64,67,13,37,66,56,23,61,23,58,70,69,45,7
75,40,65,66,69,65,62,9,60,74,65,66,63,67,55,71,77,58,5
71,60,49,39,42,45,33,7,42,42,59,41,61,47,37,62,59,50,4
62,55,46,49,31,37,22,6,62,29,37,64,43,66,31,68,73,34,9
63,48,60,40,38,52,36,14,50,35,58,56,61,59,35,76,72,53,1
71,69,72,64,64,71,72,13,43,64,49,41,68,33,73,76,69,64,3
58,76,81,80,83,80,61,13,81,77,87,65,84,76,80,50,71,82,4
63,70,53,61,63,55,43,12,47,53,49,49,52,51,41,62,55,53,10
71,70,66,47,49,59,50,13,71,52,71,66,79,75,45,66,74,66,2
71,61,75,56,60,68,57,15,27,47,71,45,74,57,56,74,75,55,4
88,86,78,71,78,83,66,10,38,68,54,35,66,24,62,85,54,60,11
58,55,65,50,50,63,49,14,52,50,59,59,69,59,43,59,46,45,5
79,84,77,71,67,79,71,14,35,66,56,19,67,35,58,90,56,62,6
96,85,68,59,63,74,64,9,32,70+5,53-3,33,67+7,29,57,92,54+5,62,13
66,68,52,53,44,54,43,6,37,38,55,42,57,52,47,67,34,55,4
81,79,67,45,54,65,68,12,33,62,29,23,53,14,64,76,84,44,6
50,50,55,29,25,29,15,5,57,34,48,57,56,61,28,58,75,29,1
87,94,64,62,58,69,69,12,25,62,59,13,65,16,57,91,35,61,13
72,57,54,53,42,65,67,5,13,68,51,21,49,13,49,66,57,48,6
64,62,68,75,64,65,20,10,73,68,46,77,70,75,56,75,80,42,9
71,33,66,49,51,71,17,14,55,27,38,52,44,55,23,74,67,29,10
87,86,65,60,66,71,59,12,17,56,33,12,58,14,42,79,65,58,3
63,52,72,65,60,64,52,15,31,48,68,37,71,34,58,62,57,65,7
53,36,52,35,30,40,19,11,48,17,38,59,46,62,25,44,87,29,1
80,81,74,65,68,78,68,8,47,65,65,44,71,47,64,76,58,67,6
69,54,63,55,45,66,44,8,18,39,49,32,54,43,46,62,46,53,6
66,68,62,60,57,58,41,5,59,56,66,49,68,58,52,65,67,65,10
54,45,44,31,28,40,23,12,56,25,45,56,46,59,27,52,81,31,2
74,70,74,63,68,72,67,8,23,64,53,21,59,16,66,77,68,63,13
82,67,62,60,42,70,61,8,29,42,55,34,66,41,60,80,59,56,10
72,75,44,32,34,48,65,10,19,59,35,12,43,16,34,64,67,44,13
79,79,75,70,71,80,71,9,34,70,69,28,72,21,62,76,37,73,13
72,76,59,39,49,64,67,15,14,48,33,15,58,11,52,72,59,54,13
51,42,68,64,38,60,50,10,81,59,67,77,73,81,60,64,80,59,1
78,74,70,71,56,67,50,9,70,72,68,69,69,68,47,81,63,63,5
42,60,68,78,64,59,39,8,75,70,72,71,71,69,29,47,62,68,5
76,83,66,41,40,64,42,9,67,47,65,65,64,69,29,83,70,50,1
77,61,61,72,45,55,41,12,63,42,71,66,73,67,44,78,79,62,9
79,76,66,60,64,67,52,11,31,50,46,19,64,26,46,73,59,62,10
63,43,38,28,27,33,26,8,56,24,54,62,55,65,34,64,76,30,1
61,65,52,40,31,46,26,13,54,35,54,53,56,58,26,63,73,38,1
58,62,32,20,26,24,12,9,61,18,28,60,32,57,27,66,69,27,9
73,63,63,65,58,67,59,13,66,61,64,61,63,63,60,72,55,56,9
90,88,75,68,73,79,72,12,30,69,65,23,72,35,61,92,63,63,7
76,76,58,63,41,60,41,12,64,61,55,64,59,66,30,86,76,41,5
77,73,66,67,36,67,26,13,62,29,63,64,66,64,34,79,68,32,5
60,42,41,26,31,45,26,12,68,25,29,64,60,63,26,51,77,30,1
67,61,48,42,42,53+1,39,6,31+1,37,52,40,56+1,41+1,38,71,50,50+1,4
67,59,64,30,28,58,25,7,68,38,56,71,64,65,31,68,77,46,1
67,71,77,73,71,74,69,11,70,72,79,61,79,66,65,70,76,80,0
45,78,73,73,83,74,72,13,20,75,75,30,74,31,73,56,44,75,6
69,64,59,50,58,54,34,9,45,40,46,53,53,54,43,75,59,42,5
61,54,75,52,53,60,75,7,26,72,62,54,67,42,72,42,90,68,13
52,45,51,41,46,47,41,8,61,44,48,67,55,69,46,55,71,35,1
48,61,49,29,43,51,62,9,19,49,29,13,45,17,39,40,49,44,13
76,74,62,42,49,49,15,9,62,22,44,66,51,61,25,77,77,32,9
77,73,68,62,70,71,57,10,68,54,66,65,68,58,53,59,59,72,6
68,58,55,43,38,47,35,10,42,60,53,40,63,49,34,62,42,54,4
78,76,68,65,56,68,63,8,29,58,57,30,65,33,47,76,69,66,11
77,74,60,59,44,55,46,15,60,37,62,65,66,60,52,66,71,51,5
70,72,62,60,56,58,56,13,48,63,61,52,64,55,57,64,71,55,0
71,59,69,62,61,64,52,15,66,61,69,66,71,68,57,78,75,65,2
76,82,84,73,70,80,58,7,72,65,82,60,84,72,69,76,57,81,2
78,76,62,64,62,66,62,14,18,41,37,23,52,30,59,83,43,58,11
58,64,61,59,70,63,56,10,56,58,54,47,64,42,62,62,62,64,0
66,52,65,34,37,49,31,15,67,28,58,69,65,68,30,55,72,42,9
68,62,56,54,62,58,23,9,52,29,44,41,57,56,23,79,66,39,5
67,64,59,14,34,50,33,15,67,43,40,75,45,68,22,71,77,56,1
83,71,65,59,56,67,67,10,13,60,28,19,56,15,55,88,52,53,13
65,68,69,61,43,63,35,11,83,44,70,83,72,81,37,64,71,57,1
57,58,60,38,41,61,54,13,55,58,61,45,65,53,43,61,56,59,4
65,66,69,40,55,59,44,10,78,59,55,77,75,75,50,67,79,61,1
57,45,51,32,30,30,24,6,72,24,33,69,52,69,33,56,79,28,1
50,44,52,26,62,38,30,12,80,62,30,71,48,71,38,53,89,35,1
72,70,69,70,67,65,45,15,71,68,69,69,71,72,60,75,71,50,9
73,75,44,34,35,42,53,8,20,51,32,12,40,13,44,70,56,42,13
80,70,66,70,56,68,49,14,70,57,69,69,72,73,43,79,70,61,9
89,89,66,68,60,64,46,12,72,53,48,72,61,74,45,78,57,53,9
64,61,58,35,50,63,62,10,16,61,36,22,55,14,56,65,56,64,7
83,70,61,58,62,63,34,7,64,63,62,57,57,62,32,82,56,47,5
51,50,73,60,63,61,72,14,44,70,70,47,71,50,75,43,82,70,13
47,49,57,43,36,48,23,10,56,25,53,61,56,60,27,44,86,49,2
81,75,73,71,69,76,67,14,39,66,56,36,68,38,65,80,54,70,7
62,68,65,61,56,66,59,6,64,66,64,66,66,61,67,54,70,65,9
96,84,79,76,63,76,52,8,78,43,59,75,75,81,41,94,62,63,9
77,73,68,68,54,72,69,8,57,68,58,37,68,28,76,78,78,68,13
54,55,56,39,48,51,61,11,27,48,36,16,51,21,56,63,79,42,3
78,83,70,63,50,71,62,10,38,68,58,27,65,29,55,75,39,55,11
61,56,65,39,45,63,70,8,11,63,35,14,58,13,60,62,59,47,0
84,76,75,67,57,74,70,13,38,65,62,25,68,28,66,83,64,62,0
78,83,68,74,71,65,59,6,54,71,66,24,64,23,64,80,59,60,11
75,67,57,58,48,52,43,11,62,36,32,64,54,62,31,72,59,45,5
80+1,76,75,74,77,77,68,7,49,74,59,45,67,49,70,77,72,70,0
62,53,60,50,54,55,56,6,58,56,54,44,61,47,46,53,78,61,0
70,72,68,75,67,67,50,7,80,63,73,79,72,80,49,71,82,57,5
73,75,72,69,72,71,61,6,56,62,66,42,73,43,66,71,56,74,6
74,65,69,45,49,68,70,9,24,59,52,16,59,24,57,76,67,60,13
78,75,78,65,81,77,73,14,33,77,68,22,69,27,79,77,67,71,13
54,33,63,50,60,58,44,8,25,39,64,43,76,60,53,61,32,66,0
57,67,78,55,61,69,83,6,24,50,45,18,68,20,70,65,78,62,13
66,70,61,45,53,58,64,9,15,61,40,19,53,22,47,65,52,58,13
68,61,60,57,29,54,29,16,70,36,55,70,63,68,19,69,82,45,1
55,62,60,52,35,50,27,9,54,38,62,55,64,56,33,52,62,53,1
69,66,70,58,59,71,64,6,67,62,65,60,66,58,47,68,80,64,9
65,53,43,44,42,29,35,16,75,28,68,73,29,75,34,72,87,46,1
91,84,74,78,69,78,77,11,28,68,63,33,74,45,66,86,60,76,7
64,55,60,66,64,35,37,8,64,33,69,66,64,68,29,60,75,63,1
74,61,58,64,39,65,41,8,61,41,58,64,52,64,36,74,70,51,5
68,58,68,46,41,56,50,14,66,61,62,70,69,70,42,71,71,56,4
32,37,55,41,60,40,35,9,62,50,60,64,61,61,56,40,75,45,1
68,50,51,50,26,56,24,8,50,26,22,45,27,55,28,59,53,38,9
58,39,50,32,27,34,27,9,63,28,54,64,53,64,27,61,81,46,1
71,63,59,48,41,54,43,14,58,43,57,63,62,62,44,67,74,58,2
66,60,57,55,41,57,59,13,28,58,46,30,53,32,49,66,60,50,6
68,70,79,78,82,75,66,8,60,72,78,40,77,46,61,72,75,80,4
60,68,61,68,74,59,59,15,66,69,67,70,68,61,58,63,74,65,2
62,56,63-3,26,24,44,23,10,75-1,20,70,73-1,69,65-1,30,54,87-4,42,1
51,42,35,20,25,26,18,6,52,17,20,53,30,52,23,53,72,26,1
72,77,71,65,58,73,54,10,67,68,72,64,74,68,53,70,74,71,4
66,67,57,59,32,56,55,7,55,29,57,54,55,55,28,66,59,54,9
60,62,67,55,59,61,46,15,74,58,71,66,69,65,49,63,77,61,2
