75,75,79,68,72,78,54,5,66,70,74,56,80,60,69,77,65,78,4
82,75,73,50,60,70,60,7,69,65,68,62,73,62,41,73,83,62,0
79,71,74,73,64,76,70,8,74,69,71,74,76,71,69,78,78,68,9
62,60,64,59,58,58,51,8,56,63,60,69,65,64,48,70,77,57,2
72,57,52,49,47,60,55,10,25,42,35,26,47,25,40,70,48,48,11
66,66,71,72,69,69,58,6,74,54,68,74,71,75,66,67,77,64,5
68,58,60,61,53,51,21,9,58,24,42,57,48,61,17,73,52,28,9
56,52,43,39,28,39,17,13,48,16,38,42,45,44,28,52,36,38,9
81,78,66,53,37,64,68,14,15,50,41,17,63,16,61,80,65,51,13
77,68,59,53,66,64,36,9,73+1,40,63,59+2,60,65+1,59,82,75,54,9
58,55,50,42,40,43,27,9,64,44,47,72,53,59,28,68,84,43,1
84,83,72,58,59,74,45,7,67,29,58,63,64,67,23,86,54,43,9
71,81,85,77,74,84,66,6,78,73,78,67,83,61,69,75,69,82,0
83,84,73,61,56,72,63,6,28,53,64,33,71,42,38,79,63,69,0
75,76,71,74,67,72,61,10,71,69,67,73,69,73,51,85,81,61,5
63,69,71,52,51,65,45,16,70,59,67,70,72,64,55,65,74,67,2
66,75,65,50,61,67,59,15,38,58,45,24,61,17,55,63,60,57,13
61,50,50,35,35,53,27,9,55,27,55,52,54,57,25,59,54,39,5
53,56,72,57,55,63,36,12,71,66,68,69,72,68,37,32,74,56,4
55,60,58,60,39,60,35,13,74,56,60,63,62,67,37,50,72,51,1
71,68,50,33,28,48,28,11,73,30,62,78,50,75,18,68,72,29,1
79,58,56,47,51,61,65,6,35,59,52,17,57,13,56,82,85,60,13
62,56,51,54,46,53,34,11,58,66,66,55,64,65,37,59,60,55,2
33,34,60,31,32,46,32,6,76,25,45,76,60,69,23,30,78,31,1
76,70,49,55,42,51,36,6,59,39,55,62,56,60,38,76,73,48,9
75,74,68,69,73,72,68,15,32,64,56,27,62,13,64,71,64,70,13
