72,69,72,50,63,50,13,13,80,69,73,74,75,77,65,4
72,67,55,53,54,25,7,6,61,46,61,60,79,69,39,5
83,85,68,62,68,37,9,16,63,52,60,65,87,70,58,9
88,81,73,72,72,64,8,19,66,58,55,70,82,60,71,0
66,71,56,41,53,12,7,15,65,56,72,56,64,73,27,1
68,77,68,62,73,69,9,16,40,61,29,67,59,54,62,0
71,68,57,39,65,67,13,13,14,42,23,63,69,40,80,13
84,74,65,60,61,61,10,15,15,57,34,65,72,58,59,6
49,45,60,42,51,33,10,12,61,64,46,63,48,57,58,4
79,79,76,76,77,58,12,12,77,74,82,78,88,75,69,10
63,56,58,47,68,62,12,11,23,47,22,53,62,50,50,11
63,39,48,20,40,25,11,14,70,59,64,63,54,83,25,1
45,58,54,36,46,27,16,10,53,39,66,48,59,71,42,9
76,75,56,50,60,50,13,9,18,33,24,43,80,44,46,6
32,33,42,33,36,21,6,10,71,34,72,37,32,90,30,1
71,90,70,63,71,54,12,8,25,48,28,65,71,56,58,4
56,83,79,76,73,63,16,7,52,77,11,81,53,59,82,4
75,73,69,69,63,36,7,15,73,61,74,73,80,70,59,5
74,73,76,70,78,66,16,9,37,58,32,68,79,69,72,13
74,85,70+1,64,72+1,62,6,7,59,66+2,59+2,70,73,54,70,10
72,72,71,71,63,44,9,11,78,63,70,67,72,56,56,12
75,80,68,52,66,47,14,9,28,60,12,61,76,31,57,3
60,70,70,64,69,68,13,16,22,72,22,70,62,74,68,6
72,69,70,54,74,59,14,10,34,64,39,69,76,51,67,0
68,64,57,27,59,60,14,9,15,28,15,50,71,61,30,6
72,73,60,59,56,27,12,15,60,54,59,58,66,73,47,1
76,80,58,68,60,30,9,10,54,46,55,57,70,66,42,9
62,75,64,47,66,54,10,11,43,58,34,67,63,72,65,10
59,56,74,49,69,74,3,3,18,48,15,70,56,90,63,13
85,85,76,64,77,66,10,9,16,52,19,70,84,61,65,0
75,72,52,32,54,57,12,14,19,28,15,43,76,72,51,13
71,66,53,30,52,21,16,12,57,62,65,64,66,69,43,2
70,53,27,22,33,18,13,7,65,32,66,49,61,76,31,1
62,57,60,55,57,38,11,10,19,43,36,49,66,33,28,11
69,66,76,72,65,33,6,13,84,78,85,80,72,74,51,1
71,73,55,53,63,41,14,13,23,44,27,51,68,36,53,10
75,76,61,55,61,51,9,6,22,37,22,49,71,58,55,11
66,62,72,45,70,65,10,11,30,53,32,66,54,70,64,4
74,64,63,58,65,52,7,11,54,60,55,62,73,57,57,4
91,91,76,68,80,66,9,11,15,62,15,72,85,52,75,0
61,53,50,51,48,42,7,9,66,59,62,60,62,75,35,1
93,93,87,76,89,70,12,11,25,62,20,79,93,59,74,11
78,76,66,33,65,64,15,12,23,57,38,66,78,72,67,13
29,30,48,37,34,42,13,6,68,57,60,59,32,92,49,2
75,76,70,62,72,56,9,8,68,60,60,65,72,68,62,6
78,66,61,64,62,75,9,12,25,51,30,62,76,63,65,13
64,66,68,54,65,59,8,10,64,67,65,70,69,75,62,2
62,67,76,76,73,39,16,16,76,74,76,75,40,68,63,9
52,52,64,46,59,44,13,9,65,65,69,64,53,82,44,1
61,48,47,33,34,27,7,9,58,36,53,41,64,55,37,1
63,65,66,44,59,42,9,10,74,63,66,62,71,90,55,4
64,69,66,65,55,42,6,15,63,63,59,61,54,71,52,2
40,62,62,37,48,32,3,5,71,68,76,64,54,77,50,1
54,69,73,70,67,63,12,14,68,74,70,70,52,74,71,2
43,61,55,32,42,22,12,14,55,59,57,55,36,75,39,1
75,80,67,41,68,47,11,10,37,64,40,70,68,40,66,4
68,74,65,54,67,71,13,6,14,34,20,67,74,70,53,13
